player,nation,position,team,age,birth_year,matches_played,Starts,minutes,90s,goals,assists,G+A,G-PK,PK,PKatt,yellow_cards,red_cards,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!.1,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,market_value_eur,age_tm,nationality_tm,age_num,pos_group,cluster_kmeans,cluster_dbscan,pca_x,pca_y,cluster_label
Eduardo Salvio,ar ARG,MF,Lanús,35-340,1990.0,16,13,1058,11.755555555555556,0.0851,0.2552,4,1,0,0,0,0,0.09,0.26,0.34,0.09,0.34,1.6163,0.6805,42.1,1.62,0.68,0.05,0.13,66.0,73.5,76.0,0,3,25.0,0,1.41,14.0,9.0,5.0,0.43,0.9,0,0.5955,1.1059,3,2.6371,0.5955,0.9357,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,750000.0,35.0,Argentina,35.0,Mediocampista,0,0,-0.6816,0.6743,Mediocampista defensivo
Facundo Sánchez,ar ARG,MF,Lanús,20-315,2005.0,4,3,192,2.1333333333333333,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9375,0.4688,50.0,0.94,0.47,0.0,0.0,48.0,13.3,60.0,0,1,12.0,8,1.0,1.0,1.0,0.0,0.0,-0.22,0,1.875,0.0,0,0.9375,1.4062,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,50000.0,20.0,Argentina,20.0,Mediocampista,2,0,1.1608,-1.4373,Mediocampista mixto
Ulises Sánchez,ar ARG,MF,Gimnasia–M,27-357,1998.0,12,10,745,8.277777777777779,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.8121,0.4832,26.7,1.81,0.48,0.0,0.0,62.0,51.7,71.0,2,2,18.0,3,0.83,5.0,13.0,-8.0,-0.97,-0.97,0,1.2081,2.0537,0,3.0201,0.1208,1.9329,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,27.0,Mediocampista,3,0,0.1004,-0.5224,Mediocampista ofensivo
Jabes Saralegui,ar ARG,MF,Tigre,23-067,2003.0,9,7,506,5.622222222222222,0.0,0.1779,1,0,0,0,1,1,0.0,0.18,0.18,0.0,0.18,0.8893,0.5336,60.0,0.89,0.53,0.0,0.0,56.0,35.1,68.0,0,2,15.0,0,1.22,9.0,6.0,3.0,0.53,0.53,0,0.7115,1.2451,0,1.4229,0.0,0.8893,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3000000.0,23.0,Argentina,23.0,Mediocampista,3,0,-0.9509,0.1788,Mediocampista ofensivo
Fabrizio Sartori,ar ARG,"FW,MF",Ind. Rivadavia,23-338,2002.0,15,14,1117,12.411111111111111,0.4834,0.0,6,6,0,0,2,0,0.48,0.0,0.48,0.48,0.48,1.7726,0.8057,45.5,1.77,0.81,0.27,0.6,74.0,77.6,78.0,3,1,20.0,0,2.06,23.0,13.0,10.0,0.81,-0.31,0,1.692,0.8057,4,0.4834,0.0806,0.3223,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3500000.0,23.0,Argentina,23.0,Mediocampista,1,1,-1.075,1.5319,Mediocampista creador
Nicolas Schelotto,ar ARG,MF,Gimnasia–LP,19-269,2006.0,16,16,1160,12.88888888888889,0.2328,0.2328,6,3,0,0,5,0,0.23,0.23,0.47,0.23,0.47,1.2414,0.6207,50.0,1.24,0.62,0.19,0.38,73.0,80.6,73.0,2,0,,0,1.53,18.0,16.0,2.0,0.16,0.8,0,1.2414,2.0172,1,7.4483,1.0862,1.4741,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,19.0,Mediocampista,0,-1,-1.2185,0.4557,Mediocampista defensivo
Mateo Seoane,ar ARG,MF,Gimnasia–LP,22-129,2004.0,4,2,175,1.9444444444444444,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,12.2,73.0,1,2,15.0,3,3.0,4.0,0.0,4.0,2.06,2.34,0,1.5429,1.0286,0,0.0,2.0571,1.0286,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,450000.0,22.0,Argentina,22.0,Mediocampista,2,0,2.2738,-1.1241,Mediocampista mixto
Matías Sepúlveda,cl CHI,MF,Lanús,27-098,1999.0,12,5,442,4.911111111111111,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2.0362,0.2036,10.0,2.04,0.2,0.0,0.0,37.0,30.7,66.0,0,7,16.0,1,1.08,3.0,4.0,-1.0,-0.2,-0.56,0,1.2217,2.2398,0,6.3122,0.8145,0.8145,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,27.0,Chile,27.0,Mediocampista,3,0,-0.8097,-1.0229,Mediocampista ofensivo
Tiago Serrago,ar ARG,MF,Tigre,22-133,2004.0,12,7,600,6.666666666666667,0.15,0.0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,1.8,0.6,33.3,1.8,0.6,0.08,0.25,50.0,41.7,64.0,0,5,30.0,3,1.42,8.0,5.0,3.0,0.45,0.45,0,1.2,0.9,0,2.1,0.6,0.6,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1700000.0,22.0,Argentina,22.0,Mediocampista,3,0,-0.1247,-0.175,Mediocampista ofensivo
Juan Sforza,ar ARG,MF,Talleres–C,24-124,2002.0,15,10,1002,11.133333333333333,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3593,0.0,0.0,0.36,0.0,0.0,0.0,67.0,69.6,84.0,7,5,32.0,0,1.56,11.0,11.0,0.0,0.0,-0.82,0,0.988,1.2575,0,0.988,1.1677,1.6168,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1300000.0,24.0,Argentina,24.0,Mediocampista,2,0,1.4386,0.7974,Mediocampista mixto
Augusto Solari,ar ARG,MF,Unión,34-166,1992.0,8,1,176,1.9555555555555555,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.5568,1.0227,40.0,2.56,1.02,0.0,0.0,22.0,12.2,68.0,0,7,15.0,4,1.7,1.0,2.0,-1.0,-0.51,-0.87,0,2.0455,0.5114,1,2.5568,0.5114,1.0227,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,125000.0,34.0,Argentina,34.0,Mediocampista,3,0,0.442,-1.5211,Mediocampista ofensivo
Santiago Solari,ar ARG,"FW,MF",Racing Club,28-150,1998.0,15,14,1130,12.555555555555555,0.1593,0.2389,5,2,0,0,3,0,0.16,0.24,0.4,0.16,0.4,1.7522,0.3982,22.7,1.75,0.4,0.09,0.4,75.0,78.5,78.0,5,1,34.0,0,1.35,14.0,10.0,4.0,0.32,0.9,0,1.1947,0.5575,6,2.0708,0.2389,0.7168,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3200000.0,28.0,Argentina,28.0,Mediocampista,0,0,-1.1838,1.7072,Mediocampista defensivo
Alan Sosa,ar ARG,"MF,FW",Aldosivi,23-044,2003.0,10,5,512,5.688888888888889,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.7578,0.3516,20.0,1.76,0.35,0.0,0.0,51.0,35.6,76.0,3,5,26.0,2,0.4,2.0,10.0,-8.0,-1.41,-0.92,0,0.7031,1.4062,0,1.2305,1.4062,1.2305,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,23.0,Mediocampista,2,0,1.4576,-0.7648,Mediocampista mixto
José Sosa,ar ARG,MF,Estudiantes–LP,40-364,1985.0,5,4,218,2.422222222222222,0.0,0.4128,1,0,0,0,1,0,0.0,0.41,0.41,0.0,0.41,1.2385,0.4128,33.3,1.24,0.41,0.0,0.0,44.0,15.1,53.0,0,1,8.0,7,2.5,2.0,1.0,1.0,0.41,-0.4,0,1.6514,2.8899,0,3.7156,1.2385,0.4128,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,50000.0,40.0,Argentina,40.0,Mediocampista,0,-1,-1.4565,-1.5288,Mediocampista defensivo
Santiago Sosa,ar ARG,MF,Defensa,21-139,2005.0,15,15,1285,14.277777777777779,0.0,0.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.3502,0.0,0.0,0.35,0.0,0.0,0.0,86.0,89.2,86.0,11,0,,0,1.2,17.0,17.0,0.0,0.0,1.74,0,1.1907,1.821,0,0.4202,1.3307,0.9105,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,8000000.0,27.0,Argentina,21.0,Mediocampista,4,-1,0.4156,3.5989,Mediocampista — alto market_value_eur
Santiago Sosa,ar ARG,MF,Defensa,21-139,2005.0,15,15,1285,14.277777777777779,0.0,0.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.3502,0.0,0.0,0.35,0.0,0.0,0.0,86.0,89.2,86.0,11,0,,0,1.2,17.0,17.0,0.0,0.0,1.74,0,1.1907,1.821,0,0.4202,1.3307,0.9105,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2000000.0,21.0,Argentina,21.0,Mediocampista,2,0,1.037,1.4426,Mediocampista mixto
David Sotelo,ar ARG,MF,Newell's,22-323,2003.0,9,2,267,2.966666666666667,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0225,1.0112,50.0,2.02,1.01,0.0,0.0,30.0,18.5,48.0,0,7,25.0,4,0.89,6.0,7.0,-1.0,-0.34,0.51,0,1.6854,1.0112,0,5.7303,1.0112,0.6742,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,22.0,Argentina,22.0,Mediocampista,3,0,-0.1194,-1.5193,Mediocampista ofensivo
Ian Subiabre,ar ARG,MF,River Plate,19-168,2007.0,16,9,753,8.366666666666667,0.1195,0.239,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36,2.1514,0.7171,33.3,2.15,0.72,0.06,0.17,47.0,52.3,66.0,1,7,22.0,0,1.76,12.0,5.0,7.0,0.84,0.44,0,2.2709,1.5538,0,5.1394,0.7171,0.4781,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3500000.0,19.0,Argentina,19.0,Mediocampista,0,0,-1.7982,0.759,Mediocampista defensivo
Nicolás Talpone,ar ARG,"MF,FW",Estudiantes–RC,30-070,1996.0,14,9,788,8.755555555555556,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.599,0.3426,21.4,1.6,0.34,0.0,0.0,56.0,54.7,67.0,1,5,38.0,2,0.36,3.0,13.0,-10.0,-1.14,0.1,0,1.0279,1.2563,0,1.599,0.5711,1.2563,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,30.0,Mediocampista,3,0,0.6462,-0.3156,Mediocampista ofensivo
Iván Tapia,ar ARG,MF,Barracas Central,27-207,1998.0,16,16,1170,13.0,0.0769,0.0769,2,1,0,0,0,0,0.08,0.08,0.15,0.08,0.15,1.2308,0.4615,37.5,1.23,0.46,0.06,0.17,73.0,81.3,73.0,4,0,,0,1.31,11.0,11.0,0.0,0.0,0.0,0,0.3077,1.6923,0,3.4615,0.6154,0.2308,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,27.0,Argentina,27.0,Mediocampista,3,0,-0.9357,0.6219,Mediocampista ofensivo
Renzo Tesuri,ar ARG,MF,Atlé Tucumán,30-011,1996.0,16,16,1230,13.666666666666666,0.1463,0.0732,3,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,1.2439,0.439,35.3,1.24,0.44,0.12,0.33,77.0,85.4,77.0,5,0,,0,0.88,12.0,15.0,-3.0,-0.22,0.64,0,0.5122,1.5366,0,1.4634,0.2195,0.8049,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1000000.0,29.0,Argentina,30.0,Mediocampista,3,-1,-0.5548,0.8535,Mediocampista ofensivo
Horacio Tijanovich,ar ARG,"MF,FW",C. Córdoba–SdE,30-110,1996.0,13,6,583,6.477777777777778,0.0,0.3087,2,0,0,0,3,0,0.0,0.31,0.31,0.0,0.31,1.3894,1.0806,77.8,1.39,1.08,0.0,0.0,45.0,40.5,69.0,0,7,24.0,1,1.23,3.0,6.0,-3.0,-0.46,0.27,0,1.5437,2.7787,4,4.0137,0.6175,0.7719,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,250000.0,30.0,Argentina,30.0,Mediocampista,0,2,-1.5512,-0.8151,Mediocampista defensivo
Franco Torres,ar ARG,MF,Gimnasia–LP,27-024,1999.0,16,5,592,6.5777777777777775,0.3041,0.0,2,2,0,0,4,0,0.3,0.0,0.3,0.3,0.3,2.2804,0.9122,40.0,2.28,0.91,0.13,0.33,37.0,41.1,70.0,0,11,22.0,0,1.63,4.0,9.0,-5.0,-0.76,-1.29,0,1.3682,1.3682,5,1.6723,0.152,1.0642,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,300000.0,27.0,Argentina,27.0,Mediocampista,1,0,-0.3856,-0.702,Mediocampista creador
Nicolás Tripichio,ar ARG,MF,CA San Lorenzo,30-164,1996.0,15,15,1288,14.311111111111112,0.0,0.0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.2578,0.3494,27.8,1.26,0.35,0.0,0.0,86.0,89.4,86.0,7,0,,0,1.38,11.0,13.0,-2.0,-0.14,-1.32,0,1.677,1.4674,1,1.2578,1.8168,1.3975,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2000000.0,30.0,Argentina,30.0,Mediocampista,2,0,1.7355,1.6544,Mediocampista mixto
Diego Valdés,cl CHI,MF,Vélez Sarsfield,32-139,1994.0,13,8,677,7.522222222222222,0.0,0.6647,5,0,0,0,0,0,0.0,0.66,0.66,0.0,0.66,1.8612,0.2659,14.3,1.86,0.27,0.0,0.0,52.0,47.0,71.0,2,5,22.0,0,1.5,12.0,8.0,4.0,0.53,0.3,0,0.3988,1.1965,1,5.4505,0.5318,0.6647,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2800000.0,32.0,Chile,32.0,Mediocampista,0,-1,-2.887,0.7799,Mediocampista defensivo
Mauro Valiente,ar ARG,"MF,FW",Estudiantes–RC,26-143,2000.0,11,6,584,6.488888888888889,0.1541,0.0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,1.2329,0.3082,25.0,1.23,0.31,0.13,0.5,53.0,40.6,74.0,1,5,29.0,5,0.45,2.0,10.0,-8.0,-1.23,-0.08,0,1.0788,0.9247,0,7.8596,0.6164,1.0788,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,26.0,Mediocampista,3,0,-0.8576,-0.9682,Mediocampista ofensivo
Diego Valoyes,co COL,MF,Talleres–C,29-269,1996.0,8,3,278,3.088888888888889,0.0,0.3237,1,0,0,0,0,0,0.0,0.32,0.32,0.0,0.32,1.6187,0.9712,60.0,1.62,0.97,0.0,0.0,35.0,19.3,63.0,0,5,18.0,1,1.78,5.0,2.0,3.0,0.97,0.89,0,3.2374,0.9712,1,3.8849,0.3237,1.295,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1500000.0,29.0,Colombia,29.0,Mediocampista,0,-1,-1.1199,-0.6209,Mediocampista defensivo
Franco Vázquez,ar ARG,MF,Belgrano,37-116,1989.0,15,13,1105,12.277777777777779,0.1629,0.0,2,2,0,0,3,0,0.16,0.0,0.16,0.16,0.16,1.7104,0.3258,19.0,1.71,0.33,0.1,0.5,74.0,76.7,80.0,4,2,30.0,0,1.74,12.0,9.0,3.0,0.24,-0.02,0,1.2217,2.4434,4,1.3032,0.6516,1.5475,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,37.0,Argentina,37.0,Mediocampista,3,0,0.3263,0.4779,Mediocampista ofensivo
César Vega,ar ARG,MF,Atlé Tucumán,22-161,2004.0,5,3,264,2.933333333333333,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.6818,0.0,0.0,0.68,0.0,0.0,0.0,53.0,18.3,85.0,1,2,5.0,2,1.4,2.0,2.0,0.0,0.0,0.38,0,3.75,0.6818,0,0.0,2.7273,4.7727,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,22.0,Mediocampista,2,-1,5.4026,-0.123,Mediocampista mixto
Alan Velasco,ar ARG,"MF,FW",Boca Juniors,23-326,2002.0,6,4,338,3.7555555555555555,0.5325,0.2663,3,2,0,0,0,0,0.53,0.27,0.8,0.53,0.8,2.1302,1.0651,50.0,2.13,1.07,0.25,0.5,56.0,23.5,77.0,1,2,16.0,2,2.33,6.0,2.0,4.0,1.07,0.33,0,0.5325,2.3964,0,3.7278,0.2663,2.3964,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2800000.0,23.0,Argentina,23.0,Mediocampista,1,-1,-1.5867,0.0001,Mediocampista creador
Juan Velazquez,ar ARG,MF,Belgrano,21-211,2004.0,7,5,367,4.0777777777777775,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9809,0.0,0.0,0.98,0.0,0.0,0.0,52.0,25.5,65.0,0,2,20.0,0,1.89,2.0,3.0,-1.0,-0.25,-0.66,0,0.7357,0.9809,0,5.8856,1.2262,1.2262,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1700000.0,21.0,Argentina,21.0,Mediocampista,3,0,0.2534,-0.6199,Mediocampista ofensivo
Fausto Vera,ar ARG,MF,River Plate,26-084,2000.0,12,12,992,11.022222222222222,0.0,0.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,2.1774,0.4536,20.8,2.18,0.45,0.0,0.0,83.0,68.9,83.0,9,0,,0,2.06,18.0,7.0,11.0,1.0,1.2,0,1.3609,0.4536,0,0.8165,0.6351,1.6331,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,4500000.0,26.0,Argentina,26.0,Mediocampista,4,-1,0.8835,1.9806,Mediocampista — alto market_value_eur
Matías Vera,ar ARG,MF,C. Córdoba–SdE,30-235,1995.0,15,14,1192,13.244444444444444,0.0,0.0755,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0.6795,0.0755,11.1,0.68,0.08,0.0,0.0,79.0,82.8,84.0,5,1,16.0,1,1.07,11.0,17.0,-6.0,-0.45,1.0,0,1.2836,1.1326,1,2.7181,0.6795,2.1141,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,350000.0,30.0,Argentina,30.0,Mediocampista,2,0,0.8248,0.8921,Mediocampista mixto
Duván Vergara,co COL,"FW,MF",Racing Club,29-282,1996.0,12,5,439,4.877777777777778,0.41,0.0,2,2,0,0,2,0,0.41,0.0,0.41,0.41,0.41,1.6401,1.0251,62.5,1.64,1.03,0.25,0.4,37.0,30.5,68.0,0,7,14.0,3,0.85,5.0,7.0,-2.0,-0.41,-0.77,0,1.8451,2.2551,1,2.2551,1.4351,1.0251,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2300000.0,29.0,Colombia,29.0,Mediocampista,1,-1,0.0722,-0.2529,Mediocampista creador
Álex Verón,ar ARG,MF,Vélez Sarsfield,17-237,2008.0,6,1,158,1.7555555555555555,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5696,0.0,0.0,0.57,0.0,0.0,0.0,26.0,11.0,62.0,0,5,19.0,10,1.5,0.0,2.0,-2.0,-1.14,-1.7,0,0.0,0.5696,1,1.7089,1.1392,0.5696,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,250000.0,17.0,Argentina,17.0,Mediocampista,2,0,0.9075,-1.4816,Mediocampista mixto
Luciano Vietto,ar ARG,"MF,FW",CA San Lorenzo,32-195,1993.0,11,4,483,5.366666666666666,0.3727,0.0,2,2,0,0,3,0,0.37,0.0,0.37,0.37,0.37,2.236,1.118,50.0,2.24,1.12,0.17,0.33,44.0,33.5,67.0,0,7,31.0,0,1.18,3.0,3.0,0.0,0.0,0.0,0,1.4907,0.7453,1,3.913,0.1863,0.7453,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,32.0,Argentina,32.0,Mediocampista,1,-1,-1.0281,-0.6558,Mediocampista creador
Sebastián Villa,co COL,"FW,MF",Ind. Rivadavia,30-030,1996.0,13,11,1041,11.566666666666666,0.0,0.4323,5,0,0,0,2,0,0.0,0.43,0.43,0.0,0.43,2.6801,0.7781,29.0,2.68,0.78,0.0,0.0,80.0,72.3,90.0,11,2,26.0,0,1.93,21.0,11.0,10.0,0.86,-0.04,0,0.8646,1.4697,3,11.4121,0.2594,0.4323,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,6000000.0,30.0,Colombia,30.0,Mediocampista,0,-1,-4.2379,2.0697,Mediocampista defensivo
Carlos Villalba,ar ARG,MF,Sarmiento–J,27-334,1998.0,11,8,527,5.855555555555555,0.1708,0.0,1,1,0,0,4,0,0.17,0.0,0.17,0.17,0.17,2.0493,1.0247,50.0,2.05,1.02,0.08,0.17,48.0,36.6,60.0,0,3,16.0,2,1.36,5.0,8.0,-3.0,-0.51,-0.12,0,2.0493,0.8539,1,1.0247,2.0493,0.5123,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,450000.0,27.0,Argentina,27.0,Mediocampista,2,-1,1.5461,-0.5003,Mediocampista mixto
Alejandro Villareal,co COL,"FW,MF",Aldosivi,20-325,2005.0,9,3,239,2.6555555555555554,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.2594,0.0,0.0,2.26,0.0,0.0,0.0,27.0,16.6,54.0,0,6,13.0,6,0.33,2.0,6.0,-4.0,-1.51,-0.83,0,1.8828,1.5063,1,3.0126,1.5063,0.3766,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,20.0,Mediocampista,3,0,0.6122,-1.5939,Mediocampista ofensivo
Lautaro Villegas,ar ARG,MF,Banfield,22-170,2003.0,14,9,729,8.1,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.3704,0.0,0.0,0.37,0.0,0.0,0.0,52.0,50.6,62.0,0,5,34.0,2,1.21,9.0,14.0,-5.0,-0.62,-1.0,0,1.2346,0.6173,0,0.7407,0.6173,1.8519,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,325000.0,22.0,Argentina,22.0,Mediocampista,2,0,1.3984,-0.0434,Mediocampista mixto
Emiliano Viveros,ar ARG,"FW,MF",Arg Juniors,23-261,2002.0,11,9,624,6.933333333333334,0.1442,0.1442,2,1,0,0,1,0,0.14,0.14,0.29,0.14,0.29,1.7308,0.5769,33.3,1.73,0.58,0.08,0.25,57.0,43.3,66.0,0,2,16.0,2,1.82,10.0,6.0,4.0,0.58,0.58,0,1.4423,2.4519,1,2.7404,0.2885,0.8654,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,800000.0,23.0,Argentina,23.0,Mediocampista,3,0,-1.1962,-0.5885,Mediocampista ofensivo
Facundo Waller,uy URU,MF,Huracán,29-070,1997.0,15,12,1116,12.4,0.0806,0.0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,0.6452,0.2419,37.5,0.65,0.24,0.13,0.33,74.0,77.5,86.0,7,3,30.0,0,1.47,12.0,9.0,3.0,0.24,-0.04,0,2.2581,2.4194,0,1.129,1.5323,1.9355,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1700000.0,29.0,Uruguay,29.0,Mediocampista,2,0,1.457,1.1239,Mediocampista mixto
Franco Watson,ar ARG,"MF,FW",Lanús,26-168,2000.0,10,6,432,4.8,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0833,0.2083,10.0,2.08,0.21,0.0,0.0,43.0,30.0,66.0,1,4,9.0,6,1.5,1.0,6.0,-5.0,-1.04,-1.76,0,1.0417,2.0833,0,1.4583,0.2083,0.8333,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,23.0,Argentina,26.0,Mediocampista,3,0,-0.2496,-1.1163,Mediocampista ofensivo
Cristian Zabala,ar ARG,MF,Sarmiento–J,28-106,1998.0,16,15,1359,15.1,0.0662,0.0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,0.5298,0.1325,25.0,0.53,0.13,0.13,0.5,85.0,94.4,85.0,7,1,82.0,0,1.19,12.0,19.0,-7.0,-0.46,-0.46,0,1.1921,0.8609,4,1.0596,1.3245,1.3907,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,900000.0,28.0,Argentina,28.0,Mediocampista,2,0,1.5046,1.4405,Mediocampista mixto
David Zalazar,ar ARG,MF,Banfield,24-040,2002.0,12,8,737,8.188888888888888,0.1221,0.2442,3,1,0,0,2,0,0.12,0.24,0.37,0.12,0.37,3.2972,0.7327,22.2,3.3,0.73,0.04,0.17,61.0,51.2,73.0,1,4,39.0,0,1.17,10.0,8.0,2.0,0.24,0.76,0,0.2442,1.8318,1,8.9145,0.9769,0.9769,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,300000.0,24.0,Argentina,24.0,Mediocampista,0,-1,-1.8028,-0.4785,Mediocampista defensivo
Maximiliano Zalazar,ar ARG,MF,Gimnasia–LP,25-102,2001.0,6,0,182,2.022222222222222,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5.4396,0.989,18.2,5.44,0.99,0.0,0.0,30.0,12.6,,0,6,30.0,4,1.0,3.0,2.0,1.0,0.49,0.57,0,1.978,1.4835,3,5.9341,1.4835,1.4835,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,375000.0,25.0,Argentina,25.0,Mediocampista,3,0,0.6344,-1.4649,Mediocampista ofensivo
Franco Zapiola,ar ARG,MF,Platense,25-119,2001.0,16,13,1044,11.6,0.1724,0.0,2,2,0,0,3,0,0.17,0.0,0.17,0.17,0.17,2.3276,0.9483,40.7,2.33,0.95,0.07,0.18,65.0,72.5,75.0,3,3,22.0,0,1.0,5.0,12.0,-7.0,-0.6,-1.06,0,0.8621,1.8103,3,4.7414,0.6034,0.3448,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1500000.0,25.0,Argentina,25.0,Mediocampista,3,0,-1.1111,0.3589,Mediocampista ofensivo
